Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
Shambhu Nath Srivastava,Male,1945-09-05T00:00:00Z,Not Available,Not Available,2002-02-14T00:00:00Z,2007-09-04T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1968,Uttar Pradesh,No,Yes,No,Allahabad
Vashishth Kumar Chaturvedi,Male,1945-09-10T00:00:00Z,Not Available,Not Available,1999-03-26T00:00:00Z,2007-09-09T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1971,Uttar Pradesh,not available,not available,not available,Allahabad
Kailash Nath Sinha,Male,1945-10-01T00:00:00Z,Uttar Pradesh,Not Available,2002-07-05T00:00:00Z,2007-09-30T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,Allahabad University,Arts,Allahabad University,1965,not available,not available,No,No,No,Allahabad
Jag Mohan Paliwal,Male,1946-01-01T00:00:00Z,Uttar Pradesh,Not Available,2005-02-07T00:00:00Z,2007-12-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Allahabad University,Arts,ALLAHABAD UNIVERSITY,1968,Not Applicable,Not Applicable,No,No,No,Allahabad
Ram Chandra,Male,1946-01-01T00:00:00Z,Uttar Pradesh,Not Available,2002-02-14T00:00:00Z,2007-12-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Gorakhpur University,Arts,GORAKHPUR UNIVERSITY,not available,1973,Uttar Pradesh,No,No,No,Allahabad
Kawaljeet Singh Rakhra,Male,1946-01-21T00:00:00Z,Uttar Pradesh,Not Available,2002-10-31T00:00:00Z,2008-01-20T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Agra University,SCIENCE,KANPUR UNIVERSITY,1967,Not Applicable,Not Applicable,No,No,No,Allahabad
Vinod Chandra Misra,Male,1946-01-30T00:00:00Z,Uttar Pradesh,Not Available,2004-01-07T00:00:00Z,2008-01-29T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1972,Uttar Pradesh,No,No,No,Allahabad
Ganga Prasad Srivastava,Male,1946-02-01T00:00:00Z,Uttar Pradesh,Not Available,2005-02-07T00:00:00Z,2008-01-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Allahabad University,Arts,Allahabad University,1967,Not Applicable,Not Applicable,No,Yes,No,Allahabad
Shilendra Kulshrestha,Male,1946-05-25T00:00:00Z,Uttar Pradesh,Not Available,2002-07-05T00:00:00Z,2008-05-24T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Gorakhpur University,Arts,GORAKHPUR UNIVERSITY,1967,Not Applicable,Not Applicable,No,No,No,Allahabad
Allah Raham,Male,1946-07-22T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2008-07-21T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,1972,Not Applicable,Not Applicable,No,No,Yes,Allahabad
Muneendra Kumar Mittal,Male,1946-07-27T00:00:00Z,Uttar Pradesh,Not Available,2007-07-05T00:00:00Z,2022-09-12T00:00:00Z,No,No,Rajasthan,Yes,Allahabad,2019-03-15T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,1968,1983,not available,No,Yes,No,Allahabad
Anjani Kumar,Male,1946-09-14T00:00:00Z,Uttar Pradesh,Not Available,2001-04-24T00:00:00Z,2008-09-13T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Allahabad University,Arts,ALLAHABAD UNIVERSITY,1968,1968,Uttar Pradesh,No,No,No,Allahabad
Kailash Nath Ojha,Male,1946-10-03T00:00:00Z,Uttar Pradesh,Not Available,2002-12-21T00:00:00Z,2008-10-02T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Allahabad University,Arts,ALLAHABAD UNIVERSITY,1967,Not Applicable,Not Applicable,No,No,No,Allahabad
Mithlesh Chaudhary,Male,1946-10-06T00:00:00Z,Uttar Pradesh,Not Available,2002-07-05T00:00:00Z,2008-10-05T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Agra University,Arts,ALIGARH UNIVERSITY,1968,Not Applicable,Not Applicable,No,Yes,No,Allahabad
Barkat Zaidi,Male,1947-02-10T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2009-02-09T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,1971,Not Applicable,Not Applicable,No,Yes,No,Allahabad
Shiv Shanker,Male,1947-03-04T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2009-03-03T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Commerce,not available,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Amar Nath Varma,Male,1947-04-07T00:00:00Z,Uttar Pradesh,Not Available,2002-12-21T00:00:00Z,2009-04-06T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,Lucknow University,not available,Lucknow University,1975,1975,Uttar Pradesh,No,No,No,Allahabad
Shiv Charan (Sharma),Male,1947-06-20T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2009-06-19T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,1969,Not Applicable,Not Applicable,No,No,No,Allahabad
Raghunath Kishore Rastogi,Male,1947-07-11T00:00:00Z,Uttar Pradesh,Not Available,2005-02-07T00:00:00Z,2009-07-10T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Lucknow University,Arts,LUCKNOW UNIVERSITY,1966,Not Applicable,Not Applicable,No,No,No,Allahabad
Ravindra Nath Misra,Male,1947-07-17T00:00:00Z,Uttar Pradesh,Not Available,2006-01-16T00:00:00Z,2009-07-16T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,AGRICULTURE,not available,1970,Not Applicable,Not Applicable,No,No,No,Allahabad
Udai Dhaon,Male,1947-07-20T00:00:00Z,Not Available,Not Available,1999-02-05T00:00:00Z,2009-07-19T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,not available,not available,1972,Uttar Pradesh,No,No,No,Allahabad
Vishwa Chaturvedi,Male,1947-09-01T00:00:00Z,Uttar Pradesh,Not Available,2006-01-16T00:00:00Z,2009-08-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Saroj Bala,Male,1947-11-04T00:00:00Z,UTTAR PRADESH,Not Available,2005-10-20T00:00:00Z,2009-11-03T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,1969,Not Applicable,Not Applicable,No,Yes,No,Allahabad
Janardan Sahai,Male,1947-11-16T00:00:00Z,West Bengal,Not Available,2001-04-24T00:00:00Z,2009-08-26T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Allahabad University,not available,ALLAHABAD UNIVERSITY,1970,1970,Uttar Pradesh,No,No,No,Allahabad
Ashish Trivedi,Male,1947-11-24T00:00:00Z,Not Available,Not Available,1994-02-01T00:00:00Z,2002-02-18T00:00:00Z,Yes,No,Allahabad,Yes,Patna,1994-02-14T00:00:00Z,Allahabad,1999-12-17T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Lucknow University,Arts,University of Lucknow,1972,1972,Uttar Pradesh,No,No,No,Allahabad
Karuna Kant Misra,Male,1947-12-20T00:00:00Z,Uttar Pradesh,Not Available,2002-02-14T00:00:00Z,2009-12-19T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Allahabad University,Arts,GORAKHPUR UNIVERSITY,1971,1975,Uttar Pradesh,No,No,No,Allahabad
Satendra Kumar Jain,Male,1947-12-31T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2009-12-30T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Vijay Kumar Verma,Male,1948-03-23T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2010-03-22T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Alok Kumar Singh,Male,1948-06-24T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2010-06-23T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,History,Allahabad university,1968,Not Applicable,Not Applicable,No,Yes,No,Allahabad
Subhash Chandra Nigam,Male,1948-07-01T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2010-06-30T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,not available,1971,Not Applicable,Not Applicable,No,No,No,Allahabad
Rakesh Sharma,Male,1948-07-15T00:00:00Z,Uttar Pradesh,Not Available,2004-01-07T00:00:00Z,2010-07-14T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Lucknow University,Science,LUCKNOW UNIVERSITY,1970,not available,not available,No,No,No,Allahabad
Dharam Veer Sharma,Male,1948-10-02T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2010-10-01T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,1970,Not Applicable,Not Applicable,No,No,No,Allahabad
Jagdish Bhalla,Male,1948-11-01T00:00:00Z,Not Available,Not Available,1995-04-05T00:00:00Z,2010-11-01T00:00:00Z,No,No,Allahabad,Yes,Chhattisgarh,2007-05-18T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Himachal Pradesh,Rajasthan,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,1968,1971,Uttar Pradesh,No,No,No,Allahabad
Ajai Kumar Singh,Male,1948-12-15T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2008-11-20T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,not available,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Ashok Kumar Roopanwal,Male,1948-12-24T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2010-12-23T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,SCIENCE,not available,1969,Not Applicable,Not Applicable,No,No,No,Allahabad
Virendra Singh,Male,1949-01-04T00:00:00Z,Uttar Pradesh,Not Available,2009-04-13T00:00:00Z,2011-01-03T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,Meerut University,1972,Not Applicable,Not Applicable,No,No,No,Allahabad
Raj Mani Chauhan,Male,1949-01-15T00:00:00Z,Uttar Pradesh,Not Available,2008-07-21T00:00:00Z,2011-01-14T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,GORAKHPUR UNIVERSITY,1971,Not Applicable,Not Applicable,No,No,No,Allahabad
Ram Autar Singh,Male,1949-01-15T00:00:00Z,Uttar Pradesh,Not Available,2009-04-13T00:00:00Z,2011-01-14T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,not available,Not Applicable,Not Applicable,No,No,No,Allahabad
